# MOCK DATA — NOT FROM MTA. For hackathon training only.
log_id,timestamp,line,station,severity,event_type,message,operator_id
L-002144,2026-05-18T20:04:48+00:00,L2,Beacon,INFO,signal.green,Signal SG-20 at Beacon cleared to GREEN for L2.,OP-889
L-002145,2026-05-18T13:32:00+00:00,L2,Harbor,WARN,doors.held,Doors held open on train 1851 at Harbor for 60s (threshold 45s).,OP-345
L-002146,2026-05-18T20:41:28+00:00,L1,Northpoint,INFO,train.dwell,Train 1306 dwelled 30s at Northpoint (L1).,OP-752
L-002147,2026-05-19T00:52:25+00:00,L1,Falcon,INFO,signal.green,Signal SG-85 at Falcon cleared to GREEN for L1.,OP-169
L-002148,2026-05-19T08:38:24+00:00,L3,Keystone,INFO,signal.green,Signal SG-36 at Keystone cleared to GREEN for L3.,OP-328
L-002149,2026-05-19T06:08:36+00:00,L3,Eastgate,WARN,doors.held,Doors held open on train 1310 at Eastgate for 45s (threshold 45s).,OP-922
L-002150,2026-05-18T14:45:00+00:00,L3,Junction,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Junction and Eastgate, limit 60 km/h.",OP-306
L-002151,2026-05-18T12:57:45+00:00,L1,Iris,ERROR,interlock.fault,Interlock fault at Iris on L1: relay R-132 failed self-test.,OP-637
L-002152,2026-05-19T05:42:16+00:00,L2,Junction,INFO,train.dwell,Train 2731 dwelled 45s at Junction (L2).,OP-219
L-002153,2026-05-18T14:10:01+00:00,L3,Orchard,INFO,train.departure,Train 2519 departed Orchard on L3 at speed 60 km/h.,OP-556
L-002154,2026-05-18T23:08:48+00:00,L2,Crescent,WARN,comms.jitter,Comms jitter to wayside controller WC-16 on L2: 121ms (>120ms).,OP-243
L-002155,2026-05-19T00:57:05+00:00,L3,Lantern,INFO,train.departure,Train 2533 departed Lantern on L3 at speed 80 km/h.,OP-300
L-002156,2026-05-18T14:10:52+00:00,L3,Tideway,INFO,signal.green,Signal SG-75 at Tideway cleared to GREEN for L3.,OP-195
L-002157,2026-05-18T14:47:06+00:00,L1,Atlas,INFO,signal.green,Signal SG-59 at Atlas cleared to GREEN for L1.,OP-960
L-002158,2026-05-18T17:47:14+00:00,L1,Orchard,WARN,doors.held,Doors held open on train 2524 at Orchard for 30s (threshold 45s).,OP-319
L-002159,2026-05-19T03:59:20+00:00,L2,Northpoint,INFO,train.departure,Train 2301 departed Northpoint on L2 at speed 25 km/h.,OP-662
L-002160,2026-05-19T01:00:00+00:00,L2,Granite,INFO,train.dwell,Train 2083 dwelled 30s at Granite (L2).,OP-935
L-002161,2026-05-18T18:24:24+00:00,L1,Orchard,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Orchard and Falcon, limit 60 km/h.",OP-495
L-002162,2026-05-19T00:25:08+00:00,L1,Beacon,INFO,train.dwell,Train 2050 dwelled 30s at Beacon (L1).,OP-259
L-002163,2026-05-19T00:25:42+00:00,L1,Falcon,INFO,train.departure,Train 2085 departed Falcon on L1 at speed 60 km/h.,OP-808
L-002164,2026-05-18T21:25:56+00:00,L2,Iris,INFO,signal.green,Signal SG-49 at Iris cleared to GREEN for L2.,OP-444
L-002165,2026-05-18T23:50:45+00:00,L2,Granite,INFO,train.departure,Train 1208 departed Granite on L2 at speed 80 km/h.,OP-594
L-002166,2026-05-19T07:04:30+00:00,L1,Harbor,WARN,doors.held,Doors held open on train 2705 at Harbor for 60s (threshold 45s).,OP-711
L-002167,2026-05-18T15:30:53+00:00,L2,Quarry,INFO,train.departure,Train 2549 departed Quarry on L2 at speed 25 km/h.,OP-395
L-002168,2026-05-18T23:16:16+00:00,L3,Orchard,ERROR,trackcircuit.shunt,Track circuit TC-219 on L3 reporting persistent shunt near Orchard.,OP-453
L-002169,2026-05-18T15:26:51+00:00,L2,Atlas,ERROR,interlock.fault,Interlock fault at Atlas on L2: relay R-178 failed self-test.,OP-320
L-002170,2026-05-18T22:05:00+00:00,L1,Harbor,INFO,signal.green,Signal SG-99 at Harbor cleared to GREEN for L1.,OP-162
L-002171,2026-05-18T14:15:07+00:00,L2,Quarry,WARN,doors.held,Doors held open on train 1754 at Quarry for 120s (threshold 45s).,OP-947
L-002172,2026-05-19T05:20:24+00:00,L1,Tideway,INFO,train.departure,Train 1140 departed Tideway on L1 at speed 25 km/h.,OP-130
L-002173,2026-05-18T23:55:09+00:00,L2,Junction,INFO,signal.green,Signal SG-58 at Junction cleared to GREEN for L2.,OP-398
L-002174,2026-05-18T20:54:32+00:00,L3,Summit,INFO,signal.green,Signal SG-72 at Summit cleared to GREEN for L3.,OP-340
L-002175,2026-05-18T14:52:30+00:00,L2,Harbor,INFO,train.departure,Train 1705 departed Harbor on L2 at speed 80 km/h.,OP-192
L-002176,2026-05-18T16:05:20+00:00,L1,Granite,INFO,train.departure,Train 2530 departed Granite on L1 at speed 40 km/h.,OP-795
L-002177,2026-05-18T22:19:50+00:00,L2,Atlas,INFO,train.dwell,Train 2353 dwelled 180s at Atlas (L2).,OP-806
L-002178,2026-05-19T09:02:24+00:00,L3,Northpoint,ERROR,trackcircuit.shunt,Track circuit TC-222 on L3 reporting persistent shunt near Northpoint.,OP-921
L-002179,2026-05-18T13:41:04+00:00,L3,Orchard,INFO,signal.green,Signal SG-20 at Orchard cleared to GREEN for L3.,OP-887
L-002180,2026-05-18T18:32:00+00:00,L1,Quarry,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Quarry and Meridian, limit 80 km/h.",OP-239
L-002181,2026-05-19T04:14:00+00:00,L1,Crescent,INFO,train.departure,Train 2865 departed Crescent on L1 at speed 60 km/h.,OP-567
L-002182,2026-05-18T13:41:52+00:00,L3,Orchard,INFO,train.dwell,Train 2804 dwelled 90s at Orchard (L3).,OP-410
L-002183,2026-05-19T04:30:40+00:00,L2,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-04 on L2: 221ms (>120ms).,OP-214
L-002184,2026-05-19T03:03:12+00:00,L1,Granite,INFO,train.departure,Train 1843 departed Granite on L1 at speed 40 km/h.,OP-415
L-002185,2026-05-19T04:53:05+00:00,L3,Granite,INFO,train.dwell,Train 1177 dwelled 120s at Granite (L3).,OP-431
L-002186,2026-05-19T10:21:40+00:00,L3,Iris,INFO,train.dwell,Train 2911 dwelled 60s at Iris (L3).,OP-420
L-002187,2026-05-18T21:00:36+00:00,L2,Quarry,INFO,train.departure,Train 1646 departed Quarry on L2 at speed 25 km/h.,OP-941
L-002188,2026-05-19T00:39:52+00:00,L2,Pioneer,INFO,train.dwell,Train 1098 dwelled 30s at Pioneer (L2).,OP-764
L-002189,2026-05-18T19:12:05+00:00,L2,Northpoint,ERROR,trackcircuit.shunt,Track circuit TC-195 on L2 reporting persistent shunt near Northpoint.,OP-482
L-002190,2026-05-18T15:33:30+00:00,L1,Harbor,INFO,train.departure,Train 2663 departed Harbor on L1 at speed 80 km/h.,OP-318
L-002191,2026-05-19T06:10:13+00:00,L2,Beacon,INFO,train.dwell,Train 2270 dwelled 60s at Beacon (L2).,OP-701
L-002192,2026-05-18T19:49:52+00:00,L2,Harbor,INFO,train.dwell,Train 2231 dwelled 120s at Harbor (L2).,OP-441
L-002193,2026-05-18T22:16:30+00:00,L3,Falcon,INFO,train.departure,Train 2097 departed Falcon on L3 at speed 25 km/h.,OP-523
L-002194,2026-05-18T13:08:30+00:00,L2,Beacon,INFO,train.departure,Train 1528 departed Beacon on L2 at speed 40 km/h.,OP-168
L-002195,2026-05-18T17:24:50+00:00,L1,Iris,INFO,train.departure,Train 2159 departed Iris on L1 at speed 80 km/h.,OP-123
L-002196,2026-05-18T23:18:36+00:00,L1,Eastgate,INFO,signal.green,Signal SG-11 at Eastgate cleared to GREEN for L1.,OP-739
L-002197,2026-05-18T21:05:16+00:00,L2,Harbor,INFO,train.dwell,Train 1013 dwelled 30s at Harbor (L2).,OP-780
L-002198,2026-05-18T21:56:24+00:00,L1,Tideway,INFO,train.dwell,Train 2358 dwelled 60s at Tideway (L1).,OP-463
L-002199,2026-05-18T14:23:03+00:00,L2,Quarry,INFO,train.dwell,Train 2891 dwelled 45s at Quarry (L2).,OP-195
L-002200,2026-05-18T22:20:00+00:00,L3,Junction,INFO,train.dwell,Train 1260 dwelled 180s at Junction (L3).,OP-135
L-002201,2026-05-19T00:47:14+00:00,L1,Junction,INFO,train.departure,Train 2444 departed Junction on L1 at speed 40 km/h.,OP-765
L-002202,2026-05-18T14:43:12+00:00,L2,Dune,INFO,train.departure,Train 1382 departed Dune on L2 at speed 40 km/h.,OP-486
L-002203,2026-05-19T00:03:36+00:00,L1,Granite,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Granite and Iris, limit 60 km/h.",OP-801
L-002204,2026-05-18T22:22:00+00:00,L2,Iris,INFO,train.departure,Train 1715 departed Iris on L2 at speed 40 km/h.,OP-220
L-002205,2026-05-19T06:50:15+00:00,L3,Keystone,INFO,train.dwell,Train 1360 dwelled 60s at Keystone (L3).,OP-572
L-002206,2026-05-18T13:11:30+00:00,L1,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-08 on L1: 182ms (>120ms).,OP-546
L-002207,2026-05-18T23:31:37+00:00,L1,Harbor,INFO,signal.green,Signal SG-31 at Harbor cleared to GREEN for L1.,OP-136
L-002208,2026-05-19T09:21:36+00:00,L2,Quarry,INFO,train.departure,Train 1406 departed Quarry on L2 at speed 25 km/h.,OP-435
L-002209,2026-05-19T09:27:12+00:00,L2,Eastgate,INFO,train.dwell,Train 1909 dwelled 45s at Eastgate (L2).,OP-853
L-002210,2026-05-18T18:07:10+00:00,L3,Meridian,INFO,train.departure,Train 1298 departed Meridian on L3 at speed 25 km/h.,OP-837
L-002211,2026-05-18T13:12:45+00:00,L3,Granite,WARN,doors.held,Doors held open on train 2327 at Granite for 180s (threshold 45s).,OP-866
L-002212,2026-05-19T02:02:48+00:00,L3,Junction,INFO,train.departure,Train 1879 departed Junction on L3 at speed 15 km/h.,OP-976
L-002213,2026-05-18T16:54:33+00:00,L2,Eastgate,ERROR,trackcircuit.shunt,Track circuit TC-102 on L2 reporting persistent shunt near Eastgate.,OP-114
L-002214,2026-05-19T09:31:12+00:00,L1,Dune,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Dune and Granite, limit 40 km/h.",OP-968
L-002215,2026-05-18T19:22:55+00:00,L3,Northpoint,WARN,doors.held,Doors held open on train 1509 at Northpoint for 30s (threshold 45s).,OP-512
L-002216,2026-05-18T19:23:20+00:00,L1,Eastgate,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Eastgate and Summit, limit 25 km/h.",OP-293
L-002217,2026-05-18T18:46:48+00:00,L2,Falcon,INFO,train.dwell,Train 1560 dwelled 180s at Falcon (L2).,OP-576
L-002218,2026-05-18T13:51:28+00:00,L1,Falcon,INFO,train.dwell,Train 2311 dwelled 90s at Falcon (L1).,OP-725
L-002219,2026-05-19T00:20:27+00:00,L2,Rampart,WARN,doors.held,Doors held open on train 1428 at Rampart for 90s (threshold 45s).,OP-621
L-002220,2026-05-19T08:22:00+00:00,L3,Keystone,INFO,train.dwell,Train 2407 dwelled 120s at Keystone (L3).,OP-269
L-002221,2026-05-18T15:43:19+00:00,L1,Granite,WARN,comms.jitter,Comms jitter to wayside controller WC-01 on L1: 109ms (>120ms).,OP-865
L-002222,2026-05-18T13:15:30+00:00,L3,Eastgate,ERROR,trackcircuit.shunt,Track circuit TC-221 on L3 reporting persistent shunt near Eastgate.,OP-304
L-002223,2026-05-18T13:52:48+00:00,L2,Quarry,INFO,signal.green,Signal SG-52 at Quarry cleared to GREEN for L2.,OP-913
L-002224,2026-05-19T07:10:56+00:00,L2,Keystone,INFO,train.departure,Train 1701 departed Keystone on L2 at speed 25 km/h.,OP-848
L-002225,2026-05-18T18:50:00+00:00,L1,Eastgate,ERROR,interlock.fault,Interlock fault at Eastgate on L1: relay R-130 failed self-test.,OP-192
L-002226,2026-05-18T20:41:42+00:00,L2,Rampart,INFO,train.departure,Train 1228 departed Rampart on L2 at speed 15 km/h.,OP-507
L-002227,2026-05-19T10:55:50+00:00,L1,Meridian,INFO,train.departure,Train 1502 departed Meridian on L1 at speed 80 km/h.,OP-404
L-002228,2026-05-19T08:28:08+00:00,L3,Quarry,INFO,signal.green,Signal SG-68 at Quarry cleared to GREEN for L3.,OP-360
L-002229,2026-05-18T23:48:48+00:00,L2,Junction,INFO,train.departure,Train 2712 departed Junction on L2 at speed 15 km/h.,OP-218
L-002230,2026-05-19T05:23:50+00:00,L1,Orchard,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Orchard and Atlas, limit 40 km/h.",OP-883
L-002231,2026-05-19T02:18:36+00:00,L1,Eastgate,WARN,doors.held,Doors held open on train 2365 at Eastgate for 45s (threshold 45s).,OP-334
L-002232,2026-05-18T20:44:24+00:00,L1,Beacon,INFO,train.departure,Train 1105 departed Beacon on L1 at speed 15 km/h.,OP-221
L-002233,2026-05-18T19:41:52+00:00,L1,Beacon,WARN,doors.held,Doors held open on train 2783 at Beacon for 60s (threshold 45s).,OP-832
L-002234,2026-05-18T15:47:26+00:00,L3,Lantern,ERROR,trackcircuit.shunt,Track circuit TC-109 on L3 reporting persistent shunt near Lantern.,OP-241
L-002235,2026-05-18T21:23:00+00:00,L2,Crescent,INFO,train.dwell,Train 2016 dwelled 30s at Crescent (L2).,OP-123
L-002236,2026-05-18T16:01:28+00:00,L2,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-18 on L2: 174ms (>120ms).,OP-694
L-002237,2026-05-19T02:59:29+00:00,L3,Crescent,INFO,train.dwell,Train 2078 dwelled 180s at Crescent (L3).,OP-606
L-002238,2026-05-18T20:09:48+00:00,L3,Crescent,INFO,train.dwell,Train 1402 dwelled 120s at Crescent (L3).,OP-343
L-002239,2026-05-19T04:15:21+00:00,L3,Beacon,INFO,train.dwell,Train 1998 dwelled 60s at Beacon (L3).,OP-325
L-002240,2026-05-18T18:18:40+00:00,L3,Meridian,INFO,signal.green,Signal SG-33 at Meridian cleared to GREEN for L3.,OP-400
L-002241,2026-05-18T18:56:24+00:00,L3,Summit,INFO,train.dwell,Train 1116 dwelled 60s at Summit (L3).,OP-811
L-002242,2026-05-18T19:34:10+00:00,L2,Summit,INFO,train.dwell,Train 1850 dwelled 30s at Summit (L2).,OP-908
L-002243,2026-05-18T18:57:12+00:00,L1,Harbor,INFO,train.dwell,Train 2365 dwelled 180s at Harbor (L1).,OP-713
L-002244,2026-05-19T01:11:36+00:00,L2,Northpoint,WARN,doors.held,Doors held open on train 2887 at Northpoint for 180s (threshold 45s).,OP-356
L-002245,2026-05-19T00:34:45+00:00,L3,Dune,INFO,train.departure,Train 1428 departed Dune on L3 at speed 25 km/h.,OP-291
L-002246,2026-05-18T22:05:34+00:00,L3,Beacon,INFO,train.dwell,Train 1290 dwelled 120s at Beacon (L3).,OP-536
L-002247,2026-05-18T23:20:57+00:00,L1,Falcon,INFO,train.departure,Train 2947 departed Falcon on L1 at speed 40 km/h.,OP-825
L-002248,2026-05-18T20:14:08+00:00,L2,Rampart,INFO,signal.green,Signal SG-45 at Rampart cleared to GREEN for L2.,OP-852
L-002249,2026-05-19T01:14:26+00:00,L2,Eastgate,INFO,train.departure,Train 1285 departed Eastgate on L2 at speed 15 km/h.,OP-954
L-002250,2026-05-18T22:45:00+00:00,L2,Eastgate,INFO,train.dwell,Train 2913 dwelled 45s at Eastgate (L2).,OP-166
L-002251,2026-05-18T20:52:57+00:00,L1,Pioneer,WARN,comms.jitter,Comms jitter to wayside controller WC-05 on L1: 87ms (>120ms).,OP-838
L-002252,2026-05-19T05:38:52+00:00,L2,Granite,INFO,train.dwell,Train 1499 dwelled 90s at Granite (L2).,OP-999
L-002253,2026-05-19T02:31:48+00:00,L1,Falcon,INFO,train.departure,Train 1901 departed Falcon on L1 at speed 60 km/h.,OP-360
L-002254,2026-05-18T23:24:34+00:00,L3,Harbor,INFO,signal.green,Signal SG-70 at Harbor cleared to GREEN for L3.,OP-570
L-002255,2026-05-18T23:25:05+00:00,L3,Summit,WARN,doors.held,Doors held open on train 2093 at Summit for 30s (threshold 45s).,OP-631
L-002256,2026-05-18T20:17:36+00:00,L3,Crescent,INFO,train.departure,Train 1885 departed Crescent on L3 at speed 60 km/h.,OP-641
L-002257,2026-05-19T09:27:59+00:00,L2,Dune,WARN,doors.held,Doors held open on train 2863 at Dune for 120s (threshold 45s).,OP-526
L-002258,2026-05-18T15:17:24+00:00,L2,Beacon,CRITICAL,power.trip,Traction power trip on L2 sector 7-A; standby supply engaged.,OP-331
L-002259,2026-05-18T20:18:54+00:00,L1,Crescent,INFO,train.departure,Train 2085 departed Crescent on L1 at speed 15 km/h.,OP-490
L-002260,2026-05-19T01:49:40+00:00,L1,Dune,ERROR,interlock.fault,Interlock fault at Dune on L1: relay R-108 failed self-test.,OP-335
L-002261,2026-05-18T15:55:59+00:00,L1,Iris,INFO,signal.green,Signal SG-18 at Iris cleared to GREEN for L1.,OP-325
L-002262,2026-05-18T15:18:36+00:00,L2,Lantern,INFO,train.dwell,Train 1103 dwelled 180s at Lantern (L2).,OP-315
L-002263,2026-05-19T02:00:05+00:00,L3,Northpoint,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Northpoint and Summit, limit 60 km/h.",OP-402
L-002264,2026-05-18T21:36:32+00:00,L3,Beacon,INFO,signal.green,Signal SG-81 at Beacon cleared to GREEN for L3.,OP-135
L-002265,2026-05-19T01:55:45+00:00,L3,Meridian,INFO,train.dwell,Train 2281 dwelled 30s at Meridian (L3).,OP-589
L-002266,2026-05-18T15:57:34+00:00,L2,Lantern,ERROR,axle.counter,"Axle counter AC-43 on L2 discrepancy at Lantern: counted 1, expected 4.",OP-716
L-002267,2026-05-18T22:15:43+00:00,L2,Crescent,INFO,signal.green,Signal SG-16 at Crescent cleared to GREEN for L2.,OP-409
L-002268,2026-05-19T05:49:48+00:00,L3,Quarry,INFO,signal.green,Signal SG-84 at Quarry cleared to GREEN for L3.,OP-230
L-002269,2026-05-18T15:20:42+00:00,L1,Summit,INFO,train.departure,Train 1018 departed Summit on L1 at speed 25 km/h.,OP-454
L-002270,2026-05-19T12:09:30+00:00,L1,Iris,INFO,train.dwell,Train 2332 dwelled 30s at Iris (L1).,OP-211
L-002271,2026-05-18T13:27:45+00:00,L3,Meridian,INFO,train.dwell,Train 2808 dwelled 120s at Meridian (L3).,OP-171
L-002272,2026-05-18T14:43:44+00:00,L3,Falcon,INFO,train.departure,Train 2809 departed Falcon on L3 at speed 25 km/h.,OP-701
L-002273,2026-05-18T18:31:19+00:00,L2,Eastgate,WARN,doors.held,Doors held open on train 2899 at Eastgate for 90s (threshold 45s).,OP-681
L-002274,2026-05-18T15:22:12+00:00,L2,Junction,INFO,train.departure,Train 2388 departed Junction on L2 at speed 80 km/h.,OP-924
L-002275,2026-05-19T03:22:55+00:00,L3,Dune,INFO,train.dwell,Train 2655 dwelled 60s at Dune (L3).,OP-693
L-002276,2026-05-18T22:58:00+00:00,L1,Beacon,INFO,train.dwell,Train 2686 dwelled 30s at Beacon (L1).,OP-535
L-002277,2026-05-18T14:07:12+00:00,L3,Lantern,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Lantern and Iris, limit 40 km/h.",OP-923
L-002278,2026-05-18T14:07:28+00:00,L3,Orchard,INFO,signal.green,Signal SG-60 at Orchard cleared to GREEN for L3.,OP-783
L-002279,2026-05-18T14:07:44+00:00,L1,Atlas,ERROR,trackcircuit.shunt,Track circuit TC-154 on L1 reporting persistent shunt near Atlas.,OP-367
L-002280,2026-05-18T21:06:00+00:00,L1,Granite,INFO,signal.green,Signal SG-95 at Granite cleared to GREEN for L1.,OP-373
L-002281,2026-05-19T03:26:37+00:00,L3,Falcon,INFO,train.departure,Train 2413 departed Falcon on L3 at speed 40 km/h.,OP-732
L-002282,2026-05-19T02:11:10+00:00,L2,Atlas,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Atlas and Eastgate, limit 40 km/h.",OP-641
L-002283,2026-05-18T16:41:00+00:00,L3,Dune,INFO,train.dwell,Train 2387 dwelled 45s at Dune (L3).,OP-121
L-002284,2026-05-19T07:54:56+00:00,L2,Dune,INFO,train.departure,Train 2729 departed Dune on L2 at speed 40 km/h.,OP-597
L-002285,2026-05-18T15:25:30+00:00,L2,Orchard,INFO,signal.green,Signal SG-74 at Orchard cleared to GREEN for L2.,OP-526
L-002286,2026-05-18T16:03:54+00:00,L1,Rampart,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Rampart and Quarry, limit 80 km/h.",OP-760
L-002287,2026-05-19T02:14:05+00:00,L3,Tideway,CRITICAL,power.trip,Traction power trip on L3 sector 2-B; standby supply engaged.,OP-203
L-002288,2026-05-18T13:32:00+00:00,L3,Crescent,INFO,train.dwell,Train 2832 dwelled 45s at Crescent (L3).,OP-712
L-002289,2026-05-19T10:40:54+00:00,L3,Lantern,INFO,train.departure,Train 2661 departed Lantern on L3 at speed 60 km/h.,OP-171
L-002290,2026-05-19T08:37:30+00:00,L3,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-27 on L3: 221ms (>120ms).,OP-254
L-002291,2026-05-19T01:38:14+00:00,L3,Falcon,INFO,train.dwell,Train 2461 dwelled 30s at Falcon (L3).,OP-768
L-002292,2026-05-19T03:45:00+00:00,L3,Iris,INFO,train.dwell,Train 1411 dwelled 120s at Iris (L3).,OP-363
L-002293,2026-05-19T05:28:40+00:00,L1,Junction,INFO,train.departure,Train 2654 departed Junction on L1 at speed 60 km/h.,OP-825
L-002294,2026-05-18T17:22:54+00:00,L2,Northpoint,INFO,signal.green,Signal SG-90 at Northpoint cleared to GREEN for L2.,OP-286
L-002295,2026-05-19T00:24:00+00:00,L3,Summit,WARN,doors.held,Doors held open on train 2967 at Summit for 90s (threshold 45s).,OP-932
L-002296,2026-05-18T14:12:16+00:00,L1,Quarry,INFO,train.dwell,Train 1440 dwelled 120s at Quarry (L1).,OP-944
L-002297,2026-05-18T18:40:31+00:00,L3,Tideway,INFO,signal.green,Signal SG-54 at Tideway cleared to GREEN for L3.,OP-315
L-002298,2026-05-19T08:43:30+00:00,L3,Junction,INFO,train.departure,Train 1065 departed Junction on L3 at speed 15 km/h.,OP-832
L-002299,2026-05-18T13:50:47+00:00,L2,Granite,WARN,comms.jitter,Comms jitter to wayside controller WC-30 on L2: 210ms (>120ms).,OP-302
L-002300,2026-05-18T16:46:40+00:00,L2,Rampart,INFO,train.dwell,Train 1162 dwelled 45s at Rampart (L2).,OP-943
L-002301,2026-05-18T21:53:48+00:00,L2,Quarry,INFO,signal.green,Signal SG-78 at Quarry cleared to GREEN for L2.,OP-685
L-002302,2026-05-18T18:42:26+00:00,L2,Falcon,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Falcon and Rampart, limit 80 km/h.",OP-994
L-002303,2026-05-18T17:26:03+00:00,L2,Atlas,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Atlas and Eastgate, limit 60 km/h.",OP-178
L-002304,2026-05-18T14:14:24+00:00,L1,Dune,INFO,train.departure,Train 2660 departed Dune on L1 at speed 60 km/h.,OP-140
L-002305,2026-05-19T03:41:25+00:00,L1,Atlas,INFO,train.departure,Train 2558 departed Atlas on L1 at speed 40 km/h.,OP-334
L-002306,2026-05-18T23:51:26+00:00,L1,Keystone,INFO,train.departure,Train 2843 departed Keystone on L1 at speed 80 km/h.,OP-209
L-002307,2026-05-19T05:38:00+00:00,L3,Beacon,INFO,signal.green,Signal SG-70 at Beacon cleared to GREEN for L3.,OP-582
L-002308,2026-05-19T01:31:08+00:00,L2,Harbor,INFO,train.departure,Train 1584 departed Harbor on L2 at speed 25 km/h.,OP-752
L-002309,2026-05-18T20:02:05+00:00,L3,Falcon,CRITICAL,loss.of.shunt,Loss of shunt detected on L3 at TC-269; line forced to manual block working.,OP-647
L-002310,2026-05-19T04:23:00+00:00,L1,Tideway,INFO,signal.green,Signal SG-75 at Tideway cleared to GREEN for L1.,OP-104
L-002311,2026-05-18T18:45:53+00:00,L3,Lantern,INFO,train.departure,Train 1012 departed Lantern on L3 at speed 15 km/h.,OP-720
L-002312,2026-05-18T14:16:32+00:00,L1,Tideway,INFO,signal.green,Signal SG-50 at Tideway cleared to GREEN for L1.,OP-227
L-002313,2026-05-18T16:51:00+00:00,L3,Summit,INFO,train.dwell,Train 2976 dwelled 30s at Summit (L3).,OP-526
L-002314,2026-05-18T14:55:38+00:00,L3,Atlas,INFO,train.dwell,Train 1926 dwelled 60s at Atlas (L3).,OP-266
L-002315,2026-05-19T00:34:40+00:00,L3,Meridian,INFO,signal.green,Signal SG-70 at Meridian cleared to GREEN for L3.,OP-282
L-002316,2026-05-18T23:18:00+00:00,L3,Junction,INFO,train.departure,Train 1211 departed Junction on L3 at speed 40 km/h.,OP-770
L-002317,2026-05-19T03:10:12+00:00,L2,Granite,INFO,signal.green,Signal SG-72 at Granite cleared to GREEN for L2.,OP-455
L-002318,2026-05-19T07:02:36+00:00,L3,Lantern,INFO,signal.green,Signal SG-23 at Lantern cleared to GREEN for L3.,OP-288
L-002319,2026-05-18T23:58:09+00:00,L1,Harbor,ERROR,trackcircuit.shunt,Track circuit TC-106 on L1 reporting persistent shunt near Harbor.,OP-876
L-002320,2026-05-19T08:21:20+00:00,L3,Summit,ERROR,interlock.fault,Interlock fault at Summit on L3: relay R-170 failed self-test.,OP-525
L-002321,2026-05-18T19:28:24+00:00,L2,Northpoint,INFO,train.dwell,Train 1315 dwelled 45s at Northpoint (L2).,OP-434
L-002322,2026-05-19T03:13:12+00:00,L1,Harbor,INFO,train.dwell,Train 1628 dwelled 30s at Harbor (L1).,OP-764
L-002323,2026-05-19T01:17:39+00:00,L2,Dune,INFO,signal.green,Signal SG-78 at Dune cleared to GREEN for L2.,OP-957
L-002324,2026-05-18T16:15:56+00:00,L2,Lantern,ERROR,trackcircuit.shunt,Track circuit TC-260 on L2 reporting persistent shunt near Lantern.,OP-984
L-002325,2026-05-18T14:20:00+00:00,L2,Orchard,INFO,train.departure,Train 2737 departed Orchard on L2 at speed 25 km/h.,OP-632
L-002326,2026-05-18T22:05:28+00:00,L2,Harbor,INFO,signal.green,Signal SG-94 at Harbor cleared to GREEN for L2.,OP-235
L-002327,2026-05-19T02:32:24+00:00,L2,Keystone,INFO,signal.green,Signal SG-4 at Keystone cleared to GREEN for L2.,OP-854
L-002328,2026-05-18T17:34:48+00:00,L1,Keystone,INFO,train.dwell,Train 2910 dwelled 60s at Keystone (L1).,OP-692
L-002329,2026-05-18T23:24:30+00:00,L3,Summit,INFO,signal.green,Signal SG-72 at Summit cleared to GREEN for L3.,OP-217
L-002330,2026-05-18T14:21:20+00:00,L1,Meridian,INFO,signal.green,Signal SG-76 at Meridian cleared to GREEN for L1.,OP-335
L-002331,2026-05-19T03:16:03+00:00,L1,Harbor,ERROR,axle.counter,"Axle counter AC-61 on L1 discrepancy at Harbor: counted 5, expected 2.",OP-134
L-002332,2026-05-18T16:18:28+00:00,L3,Lantern,INFO,signal.green,Signal SG-4 at Lantern cleared to GREEN for L3.,OP-893
L-002333,2026-05-19T09:48:38+00:00,L3,Keystone,INFO,signal.green,Signal SG-61 at Keystone cleared to GREEN for L3.,OP-362
L-002334,2026-05-19T10:28:18+00:00,L1,Atlas,INFO,train.dwell,Train 2261 dwelled 30s at Atlas (L1).,OP-577
L-002335,2026-05-18T21:30:45+00:00,L3,Northpoint,INFO,train.departure,Train 1149 departed Northpoint on L3 at speed 60 km/h.,OP-118
L-002336,2026-05-19T04:01:04+00:00,L1,Quarry,INFO,train.dwell,Train 1255 dwelled 180s at Quarry (L1).,OP-430
L-002337,2026-05-18T18:16:54+00:00,L1,Beacon,INFO,train.departure,Train 1480 departed Beacon on L1 at speed 25 km/h.,OP-118
